"month","category","revenue"
"2018-03-01 00:00:00+07","fashion_bolsas_e_acessorios","12765.84"
"2018-03-01 00:00:00+07","fashion_calcados","1525.22"
"2018-03-01 00:00:00+07","fashion_esporte","97.39"
"2018-03-01 00:00:00+07","fashion_roupa_feminina","154.52"
"2018-03-01 00:00:00+07","fashion_roupa_infanto_juvenil","96.56"
"2018-03-01 00:00:00+07","fashion_underwear_e_moda_praia","368.41"
"2018-03-01 00:00:00+07","ferramentas_jardim","33773.10"
"2018-03-01 00:00:00+07","flores","136.41"
"2018-03-01 00:00:00+07","fraldas_higiene","248.61"
"2018-03-01 00:00:00+07","industria_comercio_e_negocios","3607.83"
"2018-03-01 00:00:00+07","informatica_acessorios","100570.33"
"2018-03-01 00:00:00+07","instrumentos_musicais","12125.77"
"2018-03-01 00:00:00+07","la_cuisine","426.70"
"2018-03-01 00:00:00+07","livros_importados","284.69"
"2018-03-01 00:00:00+07","livros_interesse_geral","2288.66"
"2018-03-01 00:00:00+07","livros_tecnicos","1232.47"
"2018-03-01 00:00:00+07","malas_acessorios","7406.85"
"2018-03-01 00:00:00+07","market_place","1855.19"
"2018-03-01 00:00:00+07","moveis_colchao_e_estofado","584.93"
"2018-03-01 00:00:00+07","moveis_cozinha_area_de_servico_jantar_e_jardim","3602.02"
"2018-03-01 00:00:00+07","moveis_decoracao","65677.53"
"2018-03-01 00:00:00+07","moveis_escritorio","39722.58"
"2018-03-01 00:00:00+07","moveis_quarto","1265.69"
"2018-03-01 00:00:00+07","moveis_sala","4279.80"
"2018-03-01 00:00:00+07","musica","362.36"
"2018-03-01 00:00:00+07","papelaria","16051.13"
"2018-03-01 00:00:00+07","perfumaria","23814.11"
"2018-03-01 00:00:00+07","pet_shop","16345.24"
"2018-03-01 00:00:00+07","portateis_casa_forno_e_cafe","8220.48"
"2018-03-01 00:00:00+07","relogios_presentes","106696.69"
"2018-03-01 00:00:00+07","sinalizacao_e_seguranca","1079.56"
"2018-03-01 00:00:00+07","tablets_impressao_imagem","287.29"
"2018-03-01 00:00:00+07","telefonia","31254.08"
"2018-03-01 00:00:00+07","telefonia_fixa","2200.84"
"2018-03-01 00:00:00+07","Unknown","20026.74"
"2018-03-01 00:00:00+07","utilidades_domesticas","46578.24"
"2018-04-01 00:00:00+07","agro_industria_e_comercio","4783.66"
"2018-04-01 00:00:00+07","alimentos","2219.99"
"2018-04-01 00:00:00+07","alimentos_bebidas","885.03"
"2018-04-01 00:00:00+07","artes","2623.04"
"2018-04-01 00:00:00+07","artes_e_artesanato","34.22"
"2018-04-01 00:00:00+07","artigos_de_festas","80.26"
"2018-04-01 00:00:00+07","artigos_de_natal","518.58"
"2018-04-01 00:00:00+07","audio","7571.46"
"2018-04-01 00:00:00+07","automotivo","56745.17"
"2018-04-01 00:00:00+07","bebes","56773.27"
"2018-04-01 00:00:00+07","bebidas","5914.22"
"2018-04-01 00:00:00+07","beleza_saude","105197.96"
"2018-04-01 00:00:00+07","brinquedos","27545.66"
"2018-04-01 00:00:00+07","cama_mesa_banho","86693.62"
"2018-04-01 00:00:00+07","casa_conforto","2274.26"
"2018-04-01 00:00:00+07","casa_conforto_2","18.76"
"2018-04-01 00:00:00+07","casa_construcao","10772.74"
"2018-04-01 00:00:00+07","cds_dvds_musicais","117.58"
"2018-04-01 00:00:00+07","cine_foto","621.13"
"2018-04-01 00:00:00+07","climatizacao","3921.12"
"2018-04-01 00:00:00+07","consoles_games","6767.55"
"2018-04-01 00:00:00+07","construcao_ferramentas_construcao","15576.76"
"2018-04-01 00:00:00+07","construcao_ferramentas_ferramentas","1651.92"
"2018-04-01 00:00:00+07","construcao_ferramentas_iluminacao","5827.50"
"2018-04-01 00:00:00+07","construcao_ferramentas_jardim","1777.27"
"2018-04-01 00:00:00+07","construcao_ferramentas_seguranca","3427.97"
"2018-04-01 00:00:00+07","cool_stuff","40006.50"
"2018-04-01 00:00:00+07","dvds_blu_ray","267.67"
"2018-04-01 00:00:00+07","eletrodomesticos","17382.62"
"2018-04-01 00:00:00+07","eletrodomesticos_2","21959.04"
"2018-04-01 00:00:00+07","eletronicos","14750.55"
"2018-04-01 00:00:00+07","eletroportateis","13278.35"
"2018-04-01 00:00:00+07","esporte_lazer","78694.17"
"2018-04-01 00:00:00+07","fashion_bolsas_e_acessorios","10327.53"
"2018-04-01 00:00:00+07","fashion_calcados","1717.97"
"2018-04-01 00:00:00+07","fashion_esporte","105.41"
"2018-04-01 00:00:00+07","fashion_roupa_feminina","218.15"
"2018-04-01 00:00:00+07","fashion_roupa_masculina","234.42"
"2018-04-01 00:00:00+07","fashion_underwear_e_moda_praia","440.18"
"2018-04-01 00:00:00+07","ferramentas_jardim","40698.93"
"2018-04-01 00:00:00+07","flores","194.49"
"2018-04-01 00:00:00+07","fraldas_higiene","200.57"
"2018-04-01 00:00:00+07","industria_comercio_e_negocios","6882.22"
"2018-04-01 00:00:00+07","informatica_acessorios","69780.83"
"2018-04-01 00:00:00+07","instrumentos_musicais","21176.37"
"2018-04-01 00:00:00+07","la_cuisine","334.12"
"2018-04-01 00:00:00+07","livros_importados","352.37"
"2018-04-01 00:00:00+07","livros_interesse_geral","7209.15"
"2018-04-01 00:00:00+07","livros_tecnicos","1576.46"
"2018-04-01 00:00:00+07","malas_acessorios","10272.07"
"2018-04-01 00:00:00+07","market_place","844.83"
"2018-04-01 00:00:00+07","moveis_cozinha_area_de_servico_jantar_e_jardim","4288.19"
"2018-04-01 00:00:00+07","moveis_decoracao","68386.12"
"2018-04-01 00:00:00+07","moveis_escritorio","26494.80"
"2018-04-01 00:00:00+07","moveis_quarto","1849.22"
"2018-04-01 00:00:00+07","moveis_sala","6219.96"
"2018-04-01 00:00:00+07","musica","1842.06"
"2018-04-01 00:00:00+07","papelaria","14308.27"
"2018-04-01 00:00:00+07","pcs","14571.61"
"2018-04-01 00:00:00+07","perfumaria","20504.24"
"2018-04-01 00:00:00+07","pet_shop","22093.16"
"2018-04-01 00:00:00+07","portateis_casa_forno_e_cafe","14769.18"
"2018-04-01 00:00:00+07","relogios_presentes","100316.99"
"2018-04-01 00:00:00+07","sinalizacao_e_seguranca","2951.28"
"2018-04-01 00:00:00+07","tablets_impressao_imagem","70.24"
"2018-04-01 00:00:00+07","telefonia","20829.87"
"2018-04-01 00:00:00+07","telefonia_fixa","2127.68"
"2018-04-01 00:00:00+07","Unknown","9616.41"
"2018-04-01 00:00:00+07","utilidades_domesticas","55763.94"
"2018-05-01 00:00:00+07","agro_industria_e_comercio","3433.22"
"2018-05-01 00:00:00+07","alimentos","2079.48"
"2018-05-01 00:00:00+07","alimentos_bebidas","1674.74"
"2018-05-01 00:00:00+07","artes","3257.08"
"2018-05-01 00:00:00+07","artes_e_artesanato","101.05"
"2018-05-01 00:00:00+07","artigos_de_festas","170.44"
"2018-05-01 00:00:00+07","artigos_de_natal","672.74"
"2018-05-01 00:00:00+07","audio","3044.54"
"2018-05-01 00:00:00+07","automotivo","48183.89"
"2018-05-01 00:00:00+07","bebes","39328.01"
"2018-05-01 00:00:00+07","bebidas","3563.83"
"2018-05-01 00:00:00+07","beleza_saude","109898.46"
"2018-05-01 00:00:00+07","brinquedos","36296.96"
"2018-05-01 00:00:00+07","cama_mesa_banho","85126.81"
"2018-05-01 00:00:00+07","casa_conforto","3184.37"
"2018-05-01 00:00:00+07","casa_construcao","11456.03"
"2018-05-01 00:00:00+07","cine_foto","2570.88"
"2018-05-01 00:00:00+07","climatizacao","2231.35"
"2018-05-01 00:00:00+07","consoles_games","6671.21"
"2018-05-01 00:00:00+07","construcao_ferramentas_construcao","23580.34"
"2018-05-01 00:00:00+07","construcao_ferramentas_ferramentas","506.26"
"2018-05-01 00:00:00+07","construcao_ferramentas_iluminacao","5168.75"
"2018-05-01 00:00:00+07","construcao_ferramentas_jardim","1403.85"
"2018-05-01 00:00:00+07","construcao_ferramentas_seguranca","6968.99"
"2018-05-01 00:00:00+07","cool_stuff","33932.76"
"2018-05-01 00:00:00+07","dvds_blu_ray","560.16"
"2018-05-01 00:00:00+07","eletrodomesticos","7380.41"
"2018-05-01 00:00:00+07","eletrodomesticos_2","15597.83"
"2018-05-01 00:00:00+07","eletronicos","21016.17"
"2018-05-01 00:00:00+07","eletroportateis","11507.33"
"2018-05-01 00:00:00+07","esporte_lazer","68763.66"
"2018-05-01 00:00:00+07","fashion_bolsas_e_acessorios","13192.27"
"2018-05-01 00:00:00+07","fashion_calcados","1788.57"
"2018-05-01 00:00:00+07","fashion_roupa_masculina","149.87"
"2018-05-01 00:00:00+07","fashion_underwear_e_moda_praia","300.46"
"2018-05-01 00:00:00+07","ferramentas_jardim","43119.29"
"2018-05-01 00:00:00+07","flores","35.72"
"2018-05-01 00:00:00+07","fraldas_higiene","159.65"
"2018-05-01 00:00:00+07","industria_comercio_e_negocios","4981.97"
"2018-05-01 00:00:00+07","informatica_acessorios","59865.75"
"2018-05-01 00:00:00+07","instrumentos_musicais","20537.04"
"2018-05-01 00:00:00+07","livros_importados","525.71"
"2018-05-01 00:00:00+07","livros_interesse_geral","6879.32"
"2018-05-01 00:00:00+07","livros_tecnicos","3923.58"
"2018-05-01 00:00:00+07","malas_acessorios","8245.49"
"2018-05-01 00:00:00+07","market_place","1186.79"
"2018-05-01 00:00:00+07","moveis_cozinha_area_de_servico_jantar_e_jardim","2861.28"
"2018-05-01 00:00:00+07","moveis_decoracao","65450.53"
"2018-05-01 00:00:00+07","moveis_escritorio","25355.00"
"2018-05-01 00:00:00+07","moveis_quarto","1816.91"
"2018-05-01 00:00:00+07","moveis_sala","3390.10"
"2018-05-01 00:00:00+07","musica","827.40"
"2018-05-01 00:00:00+07","papelaria","15372.31"
"2018-05-01 00:00:00+07","pcs","9944.61"
"2018-05-01 00:00:00+07","perfumaria","27915.22"
"2018-05-01 00:00:00+07","pet_shop","14084.07"
"2018-05-01 00:00:00+07","portateis_casa_forno_e_cafe","10474.54"
"2018-05-01 00:00:00+07","portateis_cozinha_e_preparadores_de_alimentos","2046.41"
"2018-05-01 00:00:00+07","relogios_presentes","132617.95"
"2018-05-01 00:00:00+07","sinalizacao_e_seguranca","862.99"
"2018-05-01 00:00:00+07","tablets_impressao_imagem","58.19"
"2018-05-01 00:00:00+07","telefonia","25836.33"
"2018-05-01 00:00:00+07","telefonia_fixa","2113.89"
"2018-05-01 00:00:00+07","Unknown","3982.07"
"2018-05-01 00:00:00+07","utilidades_domesticas","76453.58"
"2018-06-01 00:00:00+07","agro_industria_e_comercio","3843.05"
"2018-06-01 00:00:00+07","alimentos","1693.59"
"2018-06-01 00:00:00+07","alimentos_bebidas","512.81"
"2018-06-01 00:00:00+07","artes","3019.18"
"2018-06-01 00:00:00+07","artigos_de_festas","112.38"
"2018-06-01 00:00:00+07","artigos_de_natal","476.71"
"2018-06-01 00:00:00+07","audio","2228.39"
"2018-06-01 00:00:00+07","automotivo","52446.51"
"2018-06-01 00:00:00+07","bebes","37038.15"
"2018-06-01 00:00:00+07","bebidas","2053.40"
"2018-06-01 00:00:00+07","beleza_saude","125075.78"
"2018-06-01 00:00:00+07","brinquedos","25293.65"
"2018-06-01 00:00:00+07","cama_mesa_banho","87992.05"
"2018-06-01 00:00:00+07","casa_conforto","2701.94"
"2018-06-01 00:00:00+07","casa_conforto_2","51.38"
"2018-06-01 00:00:00+07","casa_construcao","10936.73"
"2018-06-01 00:00:00+07","cine_foto","609.36"
"2018-06-01 00:00:00+07","climatizacao","4092.94"
"2018-06-01 00:00:00+07","consoles_games","7642.03"
"2018-06-01 00:00:00+07","construcao_ferramentas_construcao","25372.45"
"2018-06-01 00:00:00+07","construcao_ferramentas_ferramentas","623.81"
"2018-06-01 00:00:00+07","construcao_ferramentas_iluminacao","5538.59"
"2018-06-01 00:00:00+07","construcao_ferramentas_jardim","1067.60"
"2018-06-01 00:00:00+07","construcao_ferramentas_seguranca","2972.88"
"2018-06-01 00:00:00+07","cool_stuff","22026.04"
"2018-06-01 00:00:00+07","dvds_blu_ray","505.03"
"2018-06-01 00:00:00+07","eletrodomesticos","7263.28"
"2018-06-01 00:00:00+07","eletrodomesticos_2","9112.54"
"2018-06-01 00:00:00+07","eletronicos","12946.08"
"2018-06-01 00:00:00+07","eletroportateis","17190.08"
"2018-06-01 00:00:00+07","esporte_lazer","54442.78"
"2018-06-01 00:00:00+07","fashion_bolsas_e_acessorios","9388.36"
"2018-06-01 00:00:00+07","fashion_calcados","1450.18"
"2018-06-01 00:00:00+07","fashion_roupa_infanto_juvenil","97.48"
"2018-06-01 00:00:00+07","fashion_roupa_masculina","554.43"
"2018-06-01 00:00:00+07","fashion_underwear_e_moda_praia","236.76"
"2018-06-01 00:00:00+07","ferramentas_jardim","23126.03"
"2018-06-01 00:00:00+07","flores","140.70"
"2018-06-01 00:00:00+07","fraldas_higiene","427.70"
"2018-06-01 00:00:00+07","industria_comercio_e_negocios","3533.92"
"2018-06-01 00:00:00+07","informatica_acessorios","50778.01"
"2018-06-01 00:00:00+07","instrumentos_musicais","17970.76"
"2018-06-01 00:00:00+07","livros_importados","606.16"
"2018-06-01 00:00:00+07","livros_interesse_geral","3879.10"
"2018-06-01 00:00:00+07","livros_tecnicos","2184.59"
"2018-06-01 00:00:00+07","malas_acessorios","6138.72"
"2018-06-01 00:00:00+07","market_place","678.79"
"2018-06-01 00:00:00+07","moveis_cozinha_area_de_servico_jantar_e_jardim","4535.22"
"2018-06-01 00:00:00+07","moveis_decoracao","52528.92"
"2018-06-01 00:00:00+07","moveis_escritorio","16654.57"
"2018-06-01 00:00:00+07","moveis_quarto","1941.82"
"2018-06-01 00:00:00+07","moveis_sala","4529.65"
"2018-06-01 00:00:00+07","musica","169.56"
"2018-06-01 00:00:00+07","papelaria","16026.05"
"2018-06-01 00:00:00+07","pcs","13867.87"
"2018-06-01 00:00:00+07","perfumaria","31001.59"
"2018-06-01 00:00:00+07","pet_shop","23421.37"
"2018-06-01 00:00:00+07","portateis_casa_forno_e_cafe","3672.13"
"2018-06-01 00:00:00+07","relogios_presentes","95855.50"
"2018-06-01 00:00:00+07","sinalizacao_e_seguranca","6940.76"
"2018-06-01 00:00:00+07","tablets_impressao_imagem","72.85"
"2018-06-01 00:00:00+07","telefonia","26512.69"
"2018-06-01 00:00:00+07","telefonia_fixa","2422.52"
"2018-06-01 00:00:00+07","Unknown","2805.70"
"2018-06-01 00:00:00+07","utilidades_domesticas","69350.25"
"2018-07-01 00:00:00+07","agro_industria_e_comercio","8735.28"
"2018-07-01 00:00:00+07","alimentos","4401.42"
"2018-07-01 00:00:00+07","alimentos_bebidas","1121.56"
"2018-07-01 00:00:00+07","artes","2265.73"
"2018-07-01 00:00:00+07","artes_e_artesanato","804.60"
"2018-07-01 00:00:00+07","artigos_de_festas","84.36"
"2018-07-01 00:00:00+07","artigos_de_natal","661.66"
"2018-07-01 00:00:00+07","audio","2409.00"
"2018-07-01 00:00:00+07","automotivo","50881.24"
"2018-07-01 00:00:00+07","bebes","27116.42"
"2018-07-01 00:00:00+07","bebidas","1633.20"
"2018-07-01 00:00:00+07","beleza_saude","122416.14"
"2018-07-01 00:00:00+07","brinquedos","20360.84"
"2018-07-01 00:00:00+07","cama_mesa_banho","68476.01"
"2018-07-01 00:00:00+07","casa_conforto","3560.26"
"2018-07-01 00:00:00+07","casa_conforto_2","85.44"
"2018-07-01 00:00:00+07","casa_construcao","8298.17"
"2018-07-01 00:00:00+07","cine_foto","1291.61"
"2018-07-01 00:00:00+07","climatizacao","3137.45"
"2018-07-01 00:00:00+07","consoles_games","9539.14"
"2018-07-01 00:00:00+07","construcao_ferramentas_construcao","17589.95"
"2018-07-01 00:00:00+07","construcao_ferramentas_ferramentas","5779.45"
"2018-07-01 00:00:00+07","construcao_ferramentas_iluminacao","8631.40"
"2018-07-01 00:00:00+07","construcao_ferramentas_jardim","2520.09"
"2018-07-01 00:00:00+07","construcao_ferramentas_seguranca","2142.90"
"2018-07-01 00:00:00+07","cool_stuff","24660.10"
"2018-07-01 00:00:00+07","dvds_blu_ray","96.88"
"2018-07-01 00:00:00+07","eletrodomesticos","6541.68"
"2018-07-01 00:00:00+07","eletrodomesticos_2","13772.17"
"2018-07-01 00:00:00+07","eletronicos","11777.32"
"2018-07-01 00:00:00+07","eletroportateis","9181.61"
"2018-07-01 00:00:00+07","esporte_lazer","65662.74"
"2018-07-01 00:00:00+07","fashion_bolsas_e_acessorios","7418.12"
"2018-07-01 00:00:00+07","fashion_calcados","985.44"
"2018-07-01 00:00:00+07","fashion_roupa_masculina","295.68"
"2018-07-01 00:00:00+07","fashion_underwear_e_moda_praia","141.33"
"2018-07-01 00:00:00+07","ferramentas_jardim","31122.91"
"2018-07-01 00:00:00+07","flores","83.36"
"2018-07-01 00:00:00+07","fraldas_higiene","197.89"
"2018-07-01 00:00:00+07","industria_comercio_e_negocios","5593.90"
"2018-07-01 00:00:00+07","informatica_acessorios","50161.60"
"2018-07-01 00:00:00+07","instrumentos_musicais","9309.47"
"2018-07-01 00:00:00+07","livros_importados","516.61"
"2018-07-01 00:00:00+07","livros_interesse_geral","4496.16"
"2018-07-01 00:00:00+07","livros_tecnicos","2605.41"
"2018-07-01 00:00:00+07","malas_acessorios","7193.09"
"2018-07-01 00:00:00+07","market_place","277.34"
"2018-07-01 00:00:00+07","moveis_colchao_e_estofado","141.83"
"2018-07-01 00:00:00+07","moveis_cozinha_area_de_servico_jantar_e_jardim","4886.72"
"2018-07-01 00:00:00+07","moveis_decoracao","57327.68"
"2018-07-01 00:00:00+07","moveis_escritorio","16928.89"
"2018-07-01 00:00:00+07","moveis_quarto","1838.77"
"2018-07-01 00:00:00+07","moveis_sala","8840.31"
"2018-07-01 00:00:00+07","musica","893.28"
"2018-07-01 00:00:00+07","papelaria","21489.70"
"2018-07-01 00:00:00+07","pc_gamer","457.38"
"2018-07-01 00:00:00+07","pcs","11947.48"
"2018-07-01 00:00:00+07","perfumaria","24492.31"
"2018-07-01 00:00:00+07","pet_shop","23358.39"
"2018-07-01 00:00:00+07","portateis_casa_forno_e_cafe","5171.36"
"2018-07-01 00:00:00+07","portateis_cozinha_e_preparadores_de_alimentos","276.08"
"2018-07-01 00:00:00+07","relogios_presentes","106064.72"
"2018-07-01 00:00:00+07","sinalizacao_e_seguranca","6136.19"
"2018-07-01 00:00:00+07","telefonia","30549.73"
"2018-07-01 00:00:00+07","telefonia_fixa","9658.18"
"2018-07-01 00:00:00+07","Unknown","5665.78"
"2018-07-01 00:00:00+07","utilidades_domesticas","77624.67"
"2018-08-01 00:00:00+07","agro_industria_e_comercio","5543.74"
"2018-08-01 00:00:00+07","alimentos","9676.42"
"2018-08-01 00:00:00+07","alimentos_bebidas","1340.39"
"2018-08-01 00:00:00+07","artes","1775.90"
"2018-08-01 00:00:00+07","artes_e_artesanato","1069.05"
"2018-08-01 00:00:00+07","artigos_de_festas","1590.42"
"2018-08-01 00:00:00+07","artigos_de_natal","778.71"
"2018-08-01 00:00:00+07","audio","2469.10"
"2018-08-01 00:00:00+07","automotivo","52835.07"
"2018-08-01 00:00:00+07","bebes","26714.91"
"2018-08-01 00:00:00+07","bebidas","1918.02"
"2018-08-01 00:00:00+07","beleza_saude","136823.27"
"2018-08-01 00:00:00+07","brinquedos","20191.55"
"2018-08-01 00:00:00+07","cama_mesa_banho","75207.83"
"2018-08-01 00:00:00+07","casa_conforto","2571.88"
"2018-08-01 00:00:00+07","casa_construcao","8312.99"
"2018-08-01 00:00:00+07","cine_foto","818.29"
"2018-08-01 00:00:00+07","climatizacao","4007.82"
"2018-08-01 00:00:00+07","consoles_games","5698.01"
"2018-08-01 00:00:00+07","construcao_ferramentas_construcao","25925.05"
"2018-08-01 00:00:00+07","construcao_ferramentas_ferramentas","1497.04"
"2018-08-01 00:00:00+07","construcao_ferramentas_iluminacao","9888.59"
"2018-08-01 00:00:00+07","construcao_ferramentas_jardim","4294.49"
"2018-08-01 00:00:00+07","construcao_ferramentas_seguranca","4486.68"
"2018-08-01 00:00:00+07","cool_stuff","19091.64"
"2018-08-01 00:00:00+07","dvds_blu_ray","16.29"
"2018-08-01 00:00:00+07","eletrodomesticos","7765.35"
"2018-08-01 00:00:00+07","eletrodomesticos_2","8248.52"
"2018-08-01 00:00:00+07","eletronicos","12967.37"
"2018-08-01 00:00:00+07","eletroportateis","6953.51"
"2018-08-01 00:00:00+07","esporte_lazer","60039.13"
"2018-08-01 00:00:00+07","fashion_bolsas_e_acessorios","10035.75"
"2018-08-01 00:00:00+07","fashion_calcados","577.21"
"2018-08-01 00:00:00+07","fashion_esporte","83.05"
"2018-08-01 00:00:00+07","fashion_roupa_feminina","169.13"
"2018-08-01 00:00:00+07","fashion_roupa_masculina","466.98"
"2018-08-01 00:00:00+07","fashion_underwear_e_moda_praia","246.76"
"2018-08-01 00:00:00+07","ferramentas_jardim","20353.07"
"2018-08-01 00:00:00+07","fraldas_higiene","276.93"
"2018-08-01 00:00:00+07","industria_comercio_e_negocios","2744.05"
"2018-08-01 00:00:00+07","informatica_acessorios","48157.05"
"2018-08-01 00:00:00+07","instrumentos_musicais","11705.45"
"2018-08-01 00:00:00+07","livros_importados","804.96"
"2018-08-01 00:00:00+07","livros_interesse_geral","2076.99"
"2018-08-01 00:00:00+07","livros_tecnicos","1861.38"
"2018-08-01 00:00:00+07","malas_acessorios","8157.53"
"2018-08-01 00:00:00+07","market_place","1107.97"
"2018-08-01 00:00:00+07","moveis_cozinha_area_de_servico_jantar_e_jardim","2756.02"
"2018-08-01 00:00:00+07","moveis_decoracao","51907.58"
"2018-08-01 00:00:00+07","moveis_escritorio","8386.67"
"2018-08-01 00:00:00+07","moveis_quarto","2819.88"
"2018-08-01 00:00:00+07","moveis_sala","6690.29"
"2018-08-01 00:00:00+07","musica","582.61"
"2018-08-01 00:00:00+07","papelaria","18980.61"
"2018-08-01 00:00:00+07","pc_gamer","238.63"
"2018-08-01 00:00:00+07","pcs","9228.25"
"2018-08-01 00:00:00+07","perfumaria","28660.53"
"2018-08-01 00:00:00+07","pet_shop","28492.46"
"2018-08-01 00:00:00+07","portateis_casa_forno_e_cafe","3391.13"
"2018-08-01 00:00:00+07","portateis_cozinha_e_preparadores_de_alimentos","1905.56"
"2018-08-01 00:00:00+07","relogios_presentes","79391.86"
"2018-08-01 00:00:00+07","sinalizacao_e_seguranca","2158.67"
"2018-08-01 00:00:00+07","telefonia","42480.90"
"2018-08-01 00:00:00+07","telefonia_fixa","2891.02"
"2018-08-01 00:00:00+07","Unknown","2929.00"
"2018-08-01 00:00:00+07","utilidades_domesticas","73740.55"
"2018-09-01 00:00:00+07","moveis_cozinha_area_de_servico_jantar_e_jardim","166.46"
